TXNAME	GENEID_0	chrom_I_337_1154
_1	chrom_I_1150_1415
_8439	chrom_IV_1465668_1465832
_8440	chrom_IV_1465828_1467230
_8441	chrom_IV_1467226_1467464
_8442	chrom_IV_1467460_1467897
_8443	chrom_IV_1467893_1468959
_8444	chrom_IV_1468955_1469172
_8445	chrom_IV_1469168_1469495
_8446	chrom_IV_1469491_1469505
_8447	chrom_IV_1469501_1469517
_8448	chrom_IV_1469513_1469626
_8449	chrom_IV_1469622_1470581
_8450	chrom_IV_1470577_1470731
_8451	chrom_IV_1470727_1470884
_8452	chrom_IV_1470880_1471156
_8453	chrom_IV_1471152_1471629
_8454	chrom_IV_1471625_1472328
_8455	chrom_IV_1472324_1473104
_8456	chrom_IV_1473100_1473144
_8457	chrom_IV_1473140_1474316
_8458	chrom_IV_1474312_1475099
_8459	chrom_IV_1475095_1475412
_8460	chrom_IV_1475408_1476286
_8461	chrom_IV_1476282_1476418
_8462	chrom_IV_1476414_1476685
_8463	chrom_IV_1476681_1477145
_8464	chrom_IV_1477141_1477519
_8465	chrom_IV_1477515_1477946
_8466	chrom_IV_1477942_1477963
_8467	chrom_IV_1477959_1478706
_8468	chrom_IV_1478702_1478809
_8469	chrom_IV_1478805_1478992
_8470	chrom_IV_1478988_1479347
_8471	chrom_IV_1479343_1479431
_8472	chrom_IV_1479427_1479565
_8473	chrom_IV_1479561_1479652
_8474	chrom_IV_1479648_1479910
_8475	chrom_IV_1479906_1480583
_8476	chrom_IV_1480579_1480681
_8477	chrom_IV_1480677_1482105
_8478	chrom_IV_1482101_1482494
_8479	chrom_IV_1482490_1482922
_8480	chrom_IV_1482918_1483036
_8481	chrom_IV_1483032_1483304
_8482	chrom_IV_1483300_1483576
_8483	chrom_IV_1483572_1484051
_8484	chrom_IV_1484047_1484657
_8485	chrom_IV_1484653_1484851
_8486	chrom_IV_1484847_1484881
_8487	chrom_IV_1484877_1484892
_8488	chrom_IV_1484888_1485068
_8489	chrom_IV_1485064_1485103
_8490	chrom_IV_1485099_1485389
_8491	chrom_IV_1485385_1485609
_8492	chrom_IV_1485605_1485716
_8493	chrom_IV_1485712_1486187
_8494	chrom_IV_1486183_1486265
_8495	chrom_IV_1486261_1486379
_8496	chrom_IV_1486375_1486744
_8497	chrom_IV_1486740_1487760
_8498	chrom_IV_1487756_1487980
_8499	chrom_IV_1487976_1488168
_8500	chrom_IV_1488164_1488318
_8501	chrom_IV_1488314_1488348
_8502	chrom_IV_1488344_1488814
_8503	chrom_IV_1488810_1489414
_8504	chrom_IV_1489410_1489686
_8505	chrom_IV_1489682_1490310
_8506	chrom_IV_1490306_1490507
_8507	chrom_IV_1490503_1490517
_8508	chrom_IV_1490513_1490521
_8509	chrom_IV_1490517_1490687
_8510	chrom_IV_1490683_1490737
_8511	chrom_IV_1490733_1490755
_8512	chrom_IV_1490751_1491404
_8513	chrom_IV_1491400_1491422
_8514	chrom_IV_1491418_1491554
_8515	chrom_IV_1491550_1491740
_8516	chrom_IV_1491736_1491833
_8517	chrom_IV_1491829_1492101
_8518	chrom_IV_1492097_1492252
_8519	chrom_IV_1492248_1492553
_8520	chrom_IV_1492549_1492909
_8521	chrom_IV_1492905_1493003
_8522	chrom_IV_1492999_1493300
_8523	chrom_IV_1493296_1493402
_8524	chrom_IV_1493398_1494669
_8525	chrom_IV_1494665_1494954
_8526	chrom_IV_1494950_1495256
_8527	chrom_IV_1495252_1495710
_8528	chrom_IV_1495706_1496271
_8529	chrom_IV_1496267_1496743
_8530	chrom_IV_1496739_1496875
_8531	chrom_IV_1496871_1496918
_8532	chrom_IV_1496914_1496982
_8533	chrom_IV_1496978_1496999
_8534	chrom_IV_1496995_1497118
_8535	chrom_IV_1497114_1497133
_8536	chrom_IV_1497129_1497223
_8537	chrom_IV_1497219_1497281
_8538	chrom_IV_1497277_1497298
_8539	chrom_IV_1497294_1497435
_8540	chrom_IV_1497431_1497532
_8541	chrom_IV_1497528_1497667
_8542	chrom_IV_1497663_1497888
_8543	chrom_IV_1497884_1497976
_8544	chrom_IV_1497972_1498162
_8545	chrom_IV_1498158_1498620
_8546	chrom_IV_1498616_1498827
_8547	chrom_IV_1498823_1499167
_8548	chrom_IV_1499163_1499236
_8549	chrom_IV_1499232_1500664
_8550	chrom_IV_1500660_1500925
_8551	chrom_IV_1500921_1501473
_8552	chrom_IV_1501469_1501694
_8553	chrom_IV_1501690_1502474
_8554	chrom_IV_1502470_1502574
_8555	chrom_IV_1502570_1502924
_8556	chrom_IV_1502920_1503277
_8557	chrom_IV_1503273_1504213
_8558	chrom_IV_1504209_1505340
_8559	chrom_IV_1505336_1505435
_8560	chrom_IV_1505431_1505565
_8561	chrom_IV_1505561_1505614
_8562	chrom_IV_1505610_1505998
_8563	chrom_IV_1505994_1506203
_8564	chrom_IV_1506199_1506377
_8565	chrom_IV_1506373_1506414
_8566	chrom_IV_1506410_1506828
_8567	chrom_IV_1506824_1507708
_8568	chrom_IV_1507704_1508216
_8569	chrom_IV_1508212_1508756
_8570	chrom_IV_1508752_1508998
_8571	chrom_IV_1508994_1509551
_8572	chrom_IV_1509547_1509849
_8573	chrom_IV_1509845_1511285
_8574	chrom_IV_1511281_1511568
_8575	chrom_IV_1511564_1512188
_8576	chrom_IV_1512184_1512281
_8577	chrom_IV_1512277_1512335
_8578	chrom_IV_1512331_1513385
_8579	chrom_IV_1513381_1513869
_8580	chrom_IV_1513865_1515065
_8581	chrom_IV_1515061_1515394
_8582	chrom_IV_1515390_1515460
_8583	chrom_IV_1515456_1515492
_8584	chrom_IV_1515488_1516691
_8585	chrom_IV_1516687_1516788
_8586	chrom_IV_1516784_1516866
_8587	chrom_IV_1516862_1517242
_8588	chrom_IV_1517238_1517815
_8589	chrom_IV_1517811_1518708
_8590	chrom_IV_1518704_1518872
_8591	chrom_IV_1518868_1519245
_8592	chrom_IV_1519241_1519252
_8593	chrom_IV_1519248_1519374
_8594	chrom_IV_1519370_1519386
_8595	chrom_IV_1519382_1519799
_8596	chrom_IV_1519795_1520037
_8597	chrom_IV_1520033_1520141
_8598	chrom_IV_1520137_1520279
_8599	chrom_IV_1520275_1520599
_8600	chrom_IV_1520595_1521042
_8601	chrom_IV_1521038_1521786
_8602	chrom_IV_1521782_1522938
_8603	chrom_IV_1522934_1523084
_8604	chrom_IV_1523080_1523525
_8605	chrom_IV_1523521_1523757
_8606	chrom_IV_1523753_1524012
_8607	chrom_IV_1524008_1524061
_8608	chrom_IV_1524057_1525090
_8609	chrom_IV_1525086_1525608
_8610	chrom_IV_1525604_1526438
_8611	chrom_IV_1526434_1527027
_8612	chrom_IV_1527023_1527189
_8613	chrom_IV_1527185_1527193
_8614	chrom_IV_1527189_1527395
_8615	chrom_IV_1527391_1528086
_8616	chrom_IV_1528082_1528116
_8617	chrom_IV_1528112_1528122
_8618	chrom_IV_1528118_1528572
_8619	chrom_IV_1528568_1528578
_8620	chrom_IV_1528574_1528877
_8621	chrom_IV_1528873_1528970
_8622	chrom_IV_1528966_1528980
_8623	chrom_IV_1528976_1529286
_8624	chrom_IV_1529282_1529666
_8625	chrom_IV_1529662_1529981
_8626	chrom_IV_1529977_1530986
_8627	chrom_IV_1530982_1531115
_8628	chrom_IV_1531111_1531398
_8630	chrom_V_578_865
_8631	chrom_V_861_994
_8632	chrom_V_990_2167
_8633	chrom_V_2163_2482
_8634	chrom_V_2478_2862
_8635	chrom_V_2858_3168
_8636	chrom_V_3164_3178
_8637	chrom_V_3174_3271
_8638	chrom_V_3267_3576
_8639	chrom_V_3572_4032
_8640	chrom_V_4028_4062
_8641	chrom_V_4058_4340
_8642	chrom_V_4336_4693
_8643	chrom_V_4689_4895
_8644	chrom_V_4891_4899
_8645	chrom_V_4895_5061
_8646	chrom_V_5057_5601
_8647	chrom_V_5597_6772
_8648	chrom_V_6768_7329
_8649	chrom_V_7325_7571
_8650	chrom_V_7567_8011
_8651	chrom_V_8007_8127
_8652	chrom_V_8123_8773
_8653	chrom_V_8769_8891
_8654	chrom_V_8887_9187
_8655	chrom_V_9183_9649
_8656	chrom_V_9645_11064
_8657	chrom_V_11060_11386
_8658	chrom_V_11382_11895
_8659	chrom_V_11891_12311
_8660	chrom_V_12307_12597
_8661	chrom_V_12593_12962
_8662	chrom_V_12958_13032
_8663	chrom_V_13028_13116
_8664	chrom_V_13112_13526
_8665	chrom_V_13522_13548
_8666	chrom_V_13544_13898
_8667	chrom_V_13894_13952
_8668	chrom_V_13948_14134
_8669	chrom_V_14130_14380
_8670	chrom_V_14376_15009
_8671	chrom_V_15005_15462
_8672	chrom_V_15458_15698
_8673	chrom_V_15694_15735
_8674	chrom_V_15731_16096
_8675	chrom_V_16092_16254
_8676	chrom_V_16250_16740
_8677	chrom_V_16736_16833
_8678	chrom_V_16829_17726
_8679	chrom_V_17722_17811
_8680	chrom_V_17807_17938
_8681	chrom_V_17934_18050
_8682	chrom_V_18046_18203
_8683	chrom_V_18199_18253
_8684	chrom_V_18249_18356
_8685	chrom_V_18352_19502
_8686	chrom_V_19498_19514
_8687	chrom_V_19510_19947
_8688	chrom_V_19943_20373
_8689	chrom_V_20369_20904
_8690	chrom_V_20900_20952
_8691	chrom_V_20948_21117
_8692	chrom_V_21113_21243
_8693	chrom_V_21239_21254
_8694	chrom_V_21250_21266
_8695	chrom_V_21262_21427
_8696	chrom_V_21423_21539
_8697	chrom_V_21535_21820
_8698	chrom_V_21816_22165
_8699	chrom_V_22161_22279
_8700	chrom_V_22275_22398
_8701	chrom_V_22394_22732
_8702	chrom_V_22728_22774
_8703	chrom_V_22770_22813
_8704	chrom_V_22809_24237
_8705	chrom_V_24233_24448
_8706	chrom_V_24444_24912
_8707	chrom_V_24908_25273
_8708	chrom_V_25269_25422
_8709	chrom_V_25418_25709
_8710	chrom_V_25705_25796
_8711	chrom_V_25792_26461
_8712	chrom_V_26457_26475
_8713	chrom_V_26471_26486
_8714	chrom_V_26482_26758
_8715	chrom_V_26754_27521
_8716	chrom_V_27517_27811
_8717	chrom_V_27807_27861
_8718	chrom_V_27857_28029
_8719	chrom_V_28025_28950
_8720	chrom_V_28946_29224
_8721	chrom_V_29220_29440
_8722	chrom_V_29436_30968
_8723	chrom_V_30964_31606
_8724	chrom_V_31602_31673
_8725	chrom_V_31669_31745
_8726	chrom_V_31741_31845
_8727	chrom_V_31841_31947
_8728	chrom_V_31943_33563
_8729	chrom_V_33559_34391
_8730	chrom_V_34387_34590
_8731	chrom_V_34586_34801
_8732	chrom_V_34797_35188
_8733	chrom_V_35184_35266
_8734	chrom_V_35262_35389
_8735	chrom_V_35385_35714
_8736	chrom_V_35710_36719
_8737	chrom_V_36715_36886
_8738	chrom_V_36882_37075
_8739	chrom_V_37071_37117
_8740	chrom_V_37113_37129
_8741	chrom_V_37125_37538
_8742	chrom_V_37534_37801
_8743	chrom_V_37797_37978
_8744	chrom_V_37974_38364
_8745	chrom_V_38360_38472
_8746	chrom_V_38468_38806
_8747	chrom_V_38802_39235
_8748	chrom_V_39231_39792
_8749	chrom_V_39788_39804
_8750	chrom_V_39800_40088
_8751	chrom_V_40084_40111
_8752	chrom_V_40107_40801
_8753	chrom_V_40797_40904
_8754	chrom_V_40900_41370
_8755	chrom_V_41366_41424
_8756	chrom_V_41420_41433
_8757	chrom_V_41429_41840
_8758	chrom_V_41836_42321
_8759	chrom_V_42317_43444
_8760	chrom_V_43440_43486
_8761	chrom_V_43482_43503
_8762	chrom_V_43499_44190
_8763	chrom_V_44186_44777
_8764	chrom_V_44773_45422
_8765	chrom_V_45418_47715
_8766	chrom_V_47711_47835
_8767	chrom_V_47831_47903
_8768	chrom_V_47899_48009
_8769	chrom_V_48005_48203
_8770	chrom_V_48199_48427
_8771	chrom_V_48423_49110
_8772	chrom_V_49106_49654
_8773	chrom_V_49650_49745
_8774	chrom_V_49741_49893
_8775	chrom_V_49889_49986
_8776	chrom_V_49982_50398
_8777	chrom_V_50394_51025
_8778	chrom_V_51021_51048
_8779	chrom_V_51044_51495
_8780	chrom_V_51491_53031
_8781	chrom_V_53027_53204
_8782	chrom_V_53200_54769
_8783	chrom_V_54765_55090
_8784	chrom_V_55086_55863
_8785	chrom_V_55859_55983
_8786	chrom_V_55979_56577
_8787	chrom_V_56573_57126
_8788	chrom_V_57122_58163
_8789	chrom_V_58159_59126
_8790	chrom_V_59122_59885
_8791	chrom_V_59881_59906
_8792	chrom_V_59902_60118
_8793	chrom_V_60114_60326
_8794	chrom_V_60322_60336
_8795	chrom_V_60332_60830
_8796	chrom_V_60826_61189
_8797	chrom_V_61185_61387
_8798	chrom_V_61383_62114
_8799	chrom_V_62110_62158
_8800	chrom_V_62154_62294
_8801	chrom_V_62290_62803
_8802	chrom_V_62799_62887
_8803	chrom_V_62883_62932
_8804	chrom_V_62928_62967
_8805	chrom_V_62963_63060
_8806	chrom_V_63056_63224
_8807	chrom_V_63220_63530
_8808	chrom_V_63526_64004
_8809	chrom_V_64000_64339
_8810	chrom_V_64335_64452
_8811	chrom_V_64448_64570
_8812	chrom_V_64566_65682
_8813	chrom_V_65678_66036
_8814	chrom_V_66032_66084
_8815	chrom_V_66080_66425
_8816	chrom_V_66421_66685
_8817	chrom_V_66681_67276
_8818	chrom_V_67272_68473
_8819	chrom_V_68469_69958
_8820	chrom_V_69954_69979
_8821	chrom_V_69975_70214
_8822	chrom_V_70210_70586
_8823	chrom_V_70582_71139
_8824	chrom_V_71135_71805
_8825	chrom_V_71801_72007
_8826	chrom_V_72003_72214
_8827	chrom_V_72210_72411
_8828	chrom_V_72407_72467
_8829	chrom_V_72463_72735
_8830	chrom_V_72731_73003
_8831	chrom_V_72999_74062
_8832	chrom_V_74058_74348
_8833	chrom_V_74344_75768
_8834	chrom_V_75764_76233
_8835	chrom_V_76229_76337
_8836	chrom_V_76333_76591
_8837	chrom_V_76587_76906
_8838	chrom_V_76902_77559
_8839	chrom_V_77555_78579
_8840	chrom_V_78575_78960
_8841	chrom_V_78956_79081
_8842	chrom_V_79077_79173
_8843	chrom_V_79169_79464
_8844	chrom_V_79460_80050
_8845	chrom_V_80046_80108
_8846	chrom_V_80104_80336
_8847	chrom_V_80332_80519
_8848	chrom_V_80515_80691
_8849	chrom_V_80687_80824
_8850	chrom_V_80820_80865
_8851	chrom_V_80861_81422
_8852	chrom_V_81418_81491
_8853	chrom_V_81487_81533
_8854	chrom_V_81529_82473
_8855	chrom_V_82469_82556
_8856	chrom_V_82552_82634
_8857	chrom_V_82630_83390
_8858	chrom_V_83386_83905
_8859	chrom_V_83901_84055
_8860	chrom_V_84051_84214
_8861	chrom_V_84210_84696
_8862	chrom_V_84692_85475
_8863	chrom_V_85471_85495
_8864	chrom_V_85491_86728
_8865	chrom_V_86724_87115
_8866	chrom_V_87111_87166
_8867	chrom_V_87162_87533
_8868	chrom_V_87529_87882
_8869	chrom_V_87878_87900
_8870	chrom_V_87896_87935
_8871	chrom_V_87931_88168
_8872	chrom_V_88164_88522
_8873	chrom_V_88518_88616
_8874	chrom_V_88612_89055
_8875	chrom_V_89051_89279
_8876	chrom_V_89275_89799
_8877	chrom_V_89795_90403
_8878	chrom_V_90399_90501
_8879	chrom_V_90497_90729
_8880	chrom_V_90725_91140
_8881	chrom_V_91136_91554
_8882	chrom_V_91550_91747
_8883	chrom_V_91743_92218
_8884	chrom_V_92214_92497
_8885	chrom_V_92493_92518
_8886	chrom_V_92514_92602
_8887	chrom_V_92598_93440
_8888	chrom_V_93436_93532
_8889	chrom_V_93528_93969
_8890	chrom_V_93965_94344
_8891	chrom_V_94340_95659
_8892	chrom_V_95655_96175
_8893	chrom_V_96171_96244
_8894	chrom_V_96240_96406
_8895	chrom_V_96402_97090
_8896	chrom_V_97086_97104
_8897	chrom_V_97100_97261
_8898	chrom_V_97257_97464
_8899	chrom_V_97460_98658
_8900	chrom_V_98654_98713
_8901	chrom_V_98709_100188
_8902	chrom_V_100184_100244
_8903	chrom_V_100240_100706
_8904	chrom_V_100702_101554
_8905	chrom_V_101550_102547
_8906	chrom_V_102543_102605
_8907	chrom_V_102601_102638
_8908	chrom_V_102634_102783
_8909	chrom_V_102779_103084
_8910	chrom_V_103080_103323
_8911	chrom_V_103319_104150
_8912	chrom_V_104146_104297
_8913	chrom_V_104293_104993
_8914	chrom_V_104989_105077
_8915	chrom_V_105073_105217
_8916	chrom_V_105213_106069
_8917	chrom_V_106065_106502
_8918	chrom_V_106498_107277
_8919	chrom_V_107273_108843
_8920	chrom_V_108839_108905
_8921	chrom_V_108901_109235
_8922	chrom_V_109231_109395
_8923	chrom_V_109391_109695
_8924	chrom_V_109691_110915
_8925	chrom_V_110911_111452
_8926	chrom_V_111448_111632
_8927	chrom_V_111628_111891
_8928	chrom_V_111887_112235
_8929	chrom_V_112231_112365
_8930	chrom_V_112361_112378
_8931	chrom_V_112374_112538
_8932	chrom_V_112534_112580
_8933	chrom_V_112576_112702
_8934	chrom_V_112698_113024
_8935	chrom_V_113020_113450
_8936	chrom_V_113446_113987
_8937	chrom_V_113983_114130
_8938	chrom_V_114126_114165
_8939	chrom_V_114161_114224
_8940	chrom_V_114220_114797
_8941	chrom_V_114793_115039
_8942	chrom_V_115035_115207
_8943	chrom_V_115203_115265
_8944	chrom_V_115261_115686
_8945	chrom_V_115682_116850
_8946	chrom_V_116846_117990
_8947	chrom_V_117986_118443
_8948	chrom_V_118439_118806
_8949	chrom_V_118802_119528
_8950	chrom_V_119524_119719
_8951	chrom_V_119715_119730
_8952	chrom_V_119726_119958
_8953	chrom_V_119954_120565
_8954	chrom_V_120561_120789
_8955	chrom_V_120785_120816
_8956	chrom_V_120812_120837
_8957	chrom_V_120833_121829
_8958	chrom_V_121825_121947
_8959	chrom_V_121943_122796
_8960	chrom_V_122792_123644
_8961	chrom_V_123640_123768
_8962	chrom_V_123764_123899
_8963	chrom_V_123895_123905
_8964	chrom_V_123901_123929
_8965	chrom_V_123925_123958
_8966	chrom_V_123954_124801
_8967	chrom_V_124797_125077
_8968	chrom_V_125073_125395
_8969	chrom_V_125391_125863
_8970	chrom_V_125859_126032
_8971	chrom_V_126028_127194
_8972	chrom_V_127190_127245
_8973	chrom_V_127241_127359
_8974	chrom_V_127355_127388
_8975	chrom_V_127384_127405
_8976	chrom_V_127401_127453
_8977	chrom_V_127449_127681
_8978	chrom_V_127677_127932
_8979	chrom_V_127928_128005
_8980	chrom_V_128001_128053
_8981	chrom_V_128049_128247
_8982	chrom_V_128243_128349
_8983	chrom_V_128345_128616
_8984	chrom_V_128612_129120
_8985	chrom_V_129116_129489
_8986	chrom_V_129485_130062
_8987	chrom_V_130058_130203
_8988	chrom_V_130199_130405
_8989	chrom_V_130401_130486
_8990	chrom_V_130482_131044
_8991	chrom_V_131040_131119
_8992	chrom_V_131115_131849
_8993	chrom_V_131845_131919
_8994	chrom_V_131915_131953
_8995	chrom_V_131949_132190
_8996	chrom_V_132186_132250
_8997	chrom_V_132246_132496
_8998	chrom_V_132492_132674
_8999	chrom_V_132670_133166
_9000	chrom_V_133162_133546
_9001	chrom_V_133542_133567
_9002	chrom_V_133563_134033
_9003	chrom_V_134029_134291
_9004	chrom_V_134287_134467
_9005	chrom_V_134463_134713
_9006	chrom_V_134709_134852
_9007	chrom_V_134848_134892
_9008	chrom_V_134888_135095
_9009	chrom_V_135091_135792
_9010	chrom_V_135788_136018
_9011	chrom_V_136014_136057
_9012	chrom_V_136053_136273
_9013	chrom_V_136269_136402
_9014	chrom_V_136398_136791
_9015	chrom_V_136787_137193
_9016	chrom_V_137189_137251
_9017	chrom_V_137247_137912
_9018	chrom_V_137908_138509
_9019	chrom_V_138505_139089
_9020	chrom_V_139085_139164
_9021	chrom_V_139160_139605
_9022	chrom_V_139601_140137
_9023	chrom_V_140133_140541
_9024	chrom_V_140537_140797
_9025	chrom_V_140793_140962
_9026	chrom_V_140958_141070
_9027	chrom_V_141066_141585
_9028	chrom_V_141581_142027
_9029	chrom_V_142023_143748
_9030	chrom_V_143744_143753
_9031	chrom_V_143749_144894
_9032	chrom_V_144890_145156
_9033	chrom_V_145152_146414
_9034	chrom_V_146410_147456
_9035	chrom_V_147452_147931
_9036	chrom_V_147927_148213
_9037	chrom_V_148209_149058
_9038	chrom_V_149054_149323
_9039	chrom_V_149319_149381
_9040	chrom_V_149377_149880
_9041	chrom_V_149876_150287
_9042	chrom_V_150283_151287
_9043	chrom_V_151283_151410
_9044	chrom_V_151406_152581
_9045	chrom_V_152577_152862
_9046	chrom_V_152858_152979
_9047	chrom_V_152975_153567
_9048	chrom_V_153563_153601
_9049	chrom_V_153597_153657
_9050	chrom_V_153653_153704
_9051	chrom_V_153700_154217
_9052	chrom_V_154213_154241
_9053	chrom_V_154237_154373
_9054	chrom_V_154369_154418
_9055	chrom_V_154414_154564
_9056	chrom_V_154560_155000
_9057	chrom_V_154996_155006
_9058	chrom_V_155002_155134
_9059	chrom_V_155130_155471
_9060	chrom_V_155467_155549
_9061	chrom_V_155545_155754
_9062	chrom_V_155750_155773
_9063	chrom_V_155769_155999
_9064	chrom_V_155995_156838
_9065	chrom_V_156834_158063
_9066	chrom_V_158059_158192
_9067	chrom_V_158188_158353
_9068	chrom_V_158349_158657
_9069	chrom_V_158653_159328
_9070	chrom_V_159324_159525
_9071	chrom_V_159521_159676
_9072	chrom_V_159672_159760
_9073	chrom_V_159756_159847
_9074	chrom_V_159843_159851
_9075	chrom_V_159847_159907
_9076	chrom_V_159903_160575
_9077	chrom_V_160571_161294
_9078	chrom_V_161290_161361
_9079	chrom_V_161357_162015
_9080	chrom_V_162011_162098
_9081	chrom_V_162094_162202
_9082	chrom_V_162198_162207
_9083	chrom_V_162203_162297
_9084	chrom_V_162293_162848
_9085	chrom_V_162844_162903
_9086	chrom_V_162899_163285
_9087	chrom_V_163281_163301
_9088	chrom_V_163297_163562
_9089	chrom_V_163558_163701
_9090	chrom_V_163697_163772
_9091	chrom_V_163768_163837
_9092	chrom_V_163833_164266
_9093	chrom_V_164262_164645
_9094	chrom_V_164641_164718
_9095	chrom_V_164714_165602
_9096	chrom_V_165598_165624
_9097	chrom_V_165620_166613
_9098	chrom_V_166609_168425
_9099	chrom_V_168421_168927
_9100	chrom_V_168923_169338
_9101	chrom_V_169334_170151
_9102	chrom_V_170147_170224
_9103	chrom_V_170220_172367
_9104	chrom_V_172363_172377
_9105	chrom_V_172373_172660
_9106	chrom_V_172656_172667
_9107	chrom_V_172663_172921
_9108	chrom_V_172917_173165
_9109	chrom_V_173161_173333
_9110	chrom_V_173329_173441
_9111	chrom_V_173437_173625
_9112	chrom_V_173621_174293
_9113	chrom_V_174289_174701
_9114	chrom_V_174697_174845
_9115	chrom_V_174841_175266
_9116	chrom_V_175262_175315
_9117	chrom_V_175311_176626
_9118	chrom_V_176622_177101
_9119	chrom_V_177097_178271
_9120	chrom_V_178267_178612
_9121	chrom_V_178608_178882
_9122	chrom_V_178878_179505
_9123	chrom_V_179501_179601
_9124	chrom_V_179597_179964
_9125	chrom_V_179960_180069
_9126	chrom_V_180065_180141
_9127	chrom_V_180137_180434
_9128	chrom_V_180430_180615
_9129	chrom_V_180611_181437
_9130	chrom_V_181433_181554
_9131	chrom_V_181550_181893
_9132	chrom_V_181889_182214
_9133	chrom_V_182210_183140
_9134	chrom_V_183136_183238
_9135	chrom_V_183234_183636
_9136	chrom_V_183632_183732
_9137	chrom_V_183728_184008
_9138	chrom_V_184004_184587
_9139	chrom_V_184583_184833
_9140	chrom_V_184829_185072
_9141	chrom_V_185068_185619
_9142	chrom_V_185615_185944
_9143	chrom_V_185940_186076
_9144	chrom_V_186072_186306
_9145	chrom_V_186302_186420
_9146	chrom_V_186416_187046
_9147	chrom_V_187042_187454
_9148	chrom_V_187450_187626
_9149	chrom_V_187622_188626
_9150	chrom_V_188622_188865
_9151	chrom_V_188861_189291
_9152	chrom_V_189287_189441
_9153	chrom_V_189437_189455
_9154	chrom_V_189451_189554
_9155	chrom_V_189550_189668
_9156	chrom_V_189664_189809
_9157	chrom_V_189805_189960
_9158	chrom_V_189956_190001
_9159	chrom_V_189997_190073
_9160	chrom_V_190069_190355
_9161	chrom_V_190351_191128
_9162	chrom_V_191124_191156
_9163	chrom_V_191152_191187
_9164	chrom_V_191183_191455
_9165	chrom_V_191451_192086
_9166	chrom_V_192082_192116
_9167	chrom_V_192112_193414
_9168	chrom_V_193410_193595
_9169	chrom_V_193591_193769
_9170	chrom_V_193765_193898
_9171	chrom_V_193894_194559
_9172	chrom_V_194555_194799
_9173	chrom_V_194795_195437
_9174	chrom_V_195433_195447
_9175	chrom_V_195443_195657
_9176	chrom_V_195653_195939
_9177	chrom_V_195935_195983
_9178	chrom_V_195979_197036
_9179	chrom_V_197032_197071
_9180	chrom_V_197067_197659
_9181	chrom_V_197655_198102
_9182	chrom_V_198098_198130
_9183	chrom_V_198126_198317
_9184	chrom_V_198313_198497
_9185	chrom_V_198493_198828
_9186	chrom_V_198824_199121
_9187	chrom_V_199117_199680
_9188	chrom_V_199676_199849
_9189	chrom_V_199845_200117
_9190	chrom_V_200113_200377
_9191	chrom_V_200373_200405
_9192	chrom_V_200401_200621
_9193	chrom_V_200617_200966
_9194	chrom_V_200962_201242
_9195	chrom_V_201238_202364
_9196	chrom_V_202360_202957
_9197	chrom_V_202953_203582
_9198	chrom_V_203578_203735
_9199	chrom_V_203731_203919
_9200	chrom_V_203915_204167
_9201	chrom_V_204163_204308
_9202	chrom_V_204304_204445
_9203	chrom_V_204441_204686
_9204	chrom_V_204682_204757
_9205	chrom_V_204753_204959
_9206	chrom_V_204955_205147
_9207	chrom_V_205143_205739
_9208	chrom_V_205735_206461
_9209	chrom_V_206457_206482
_9210	chrom_V_206478_206984
_9211	chrom_V_206980_207519
_9212	chrom_V_207515_208610
_9213	chrom_V_208606_209237
_9214	chrom_V_209233_209673
_9215	chrom_V_209669_210350
_9216	chrom_V_210346_211301
_9217	chrom_V_211297_211900
_9218	chrom_V_211896_212275
_9219	chrom_V_212271_212774
_9220	chrom_V_212770_212906
_9221	chrom_V_212902_214479
_9222	chrom_V_214475_214566
_9223	chrom_V_214562_214695
_9224	chrom_V_214691_215044
_9225	chrom_V_215040_215139
_9226	chrom_V_215135_215230
_9227	chrom_V_215226_215292
_9228	chrom_V_215288_215563
_9229	chrom_V_215559_215582
_9230	chrom_V_215578_216646
_9231	chrom_V_216642_217201
_9232	chrom_V_217197_217634
_9233	chrom_V_217630_217941
_9234	chrom_V_217937_218451
_9235	chrom_V_218447_218573
